school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,16,U,GT3,A,3,2,health,services,course,other,4,3,no,yes,no,no,yes,yes,no,yes,1,2,5,4,5,5,26,0,16,7
GP,F,15,R,LE3,T,2,1,teacher,at_home,other,mother,3,1,no,no,no,yes,yes,no,no,yes,1,1,4,1,3,1,0,9,3,4
GP,M,20,U,GT3,A,2,4,services,services,course,mother,4,2,no,no,no,yes,yes,no,no,no,4,5,5,4,2,2,16,0,18,8
GP,F,17,U,GT3,T,3,0,other,services,other,father,3,0,no,yes,no,yes,yes,no,no,no,2,1,4,2,2,3,25,14,4,6
MS,M,21,R,LE3,A,2,1,services,other,home,mother,4,3,yes,no,yes,yes,yes,no,yes,yes,2,4,3,5,4,2,2,2,15,8
MS,M,21,U,LE3,A,0,3,other,health,course,other,2,2,no,yes,yes,no,no,no,yes,yes,2,3,2,1,5,3,25,20,2,6
GP,F,18,U,LE3,A,2,4,at_home,health,home,other,3,3,no,no,no,yes,no,no,yes,no,3,2,3,3,4,5,18,19,10,11
GP,M,16,U,GT3,T,2,0,services,services,reputation,father,3,2,no,yes,no,yes,no,no,no,no,4,5,3,1,4,4,20,11,14,9
MS,F,21,R,LE3,A,3,2,services,health,course,father,3,2,no,yes,no,yes,yes,no,yes,no,1,5,2,2,2,3,19,18,18,18
GP,F,19,U,GT3,A,3,0,services,teacher,reputation,father,1,2,no,no,yes,no,yes,yes,no,yes,3,2,3,3,2,1,21,15,20,15
MS,M,21,U,LE3,T,2,2,at_home,services,course,mother,3,2,no,yes,no,no,no,yes,no,no,2,1,1,5,2,2,11,7,13,9
GP,F,21,R,GT3,T,1,4,teacher,health,home,other,1,3,no,yes,yes,no,no,yes,no,no,1,5,4,4,1,2,7,13,15,11
GP,F,21,R,LE3,A,3,2,other,teacher,other,other,1,1,no,no,no,no,yes,yes,no,yes,4,1,5,1,5,2,7,17,5,6
MS,M,15,R,LE3,A,4,3,services,other,home,other,4,3,yes,yes,no,no,no,no,no,yes,5,2,2,3,4,3,14,0,4,3
GP,F,16,U,GT3,A,4,2,at_home,health,home,father,1,2,yes,yes,no,yes,no,yes,yes,no,2,1,1,1,5,5,10,1,20,10
MS,F,19,U,GT3,T,0,3,teacher,teacher,home,other,1,3,yes,yes,no,no,no,yes,yes,yes,2,3,5,5,4,3,19,11,16,6
GP,F,16,U,GT3,T,2,4,other,at_home,course,mother,2,3,yes,no,no,no,no,yes,yes,no,2,2,5,1,4,1,0,16,15,16
GP,M,18,R,GT3,T,1,4,at_home,at_home,other,mother,3,3,no,no,yes,no,yes,yes,no,no,2,2,5,3,4,2,28,1,1,2
GP,F,18,U,GT3,T,0,0,other,teacher,reputation,other,1,2,no,no,no,yes,no,yes,yes,yes,1,5,3,2,4,3,15,16,10,9
MS,M,18,U,GT3,A,2,3,services,services,home,father,3,3,yes,no,yes,yes,no,no,no,yes,4,5,3,3,3,2,29,20,3,8
GP,M,20,R,LE3,T,3,3,teacher,services,course,other,1,0,yes,no,yes,no,no,no,yes,no,3,5,3,1,3,1,13,6,5,5
GP,F,21,R,GT3,T,4,1,at_home,health,reputation,mother,4,2,yes,yes,no,yes,no,yes,no,yes,1,3,3,5,1,4,6,5,6,5
GP,F,20,R,LE3,T,1,1,teacher,at_home,home,mother,2,3,no,yes,no,no,yes,yes,no,yes,4,3,1,4,2,4,5,5,16,7
GP,F,15,R,LE3,A,4,1,services,services,reputation,mother,1,0,no,yes,no,yes,no,yes,yes,yes,3,4,3,4,4,4,20,7,7,5
MS,M,18,R,GT3,A,3,2,teacher,services,home,other,3,3,yes,no,yes,yes,no,yes,no,yes,2,2,2,5,5,2,3,4,0,1
MS,F,19,U,LE3,T,2,1,teacher,at_home,reputation,mother,4,1,yes,yes,yes,no,no,no,yes,yes,4,5,5,1,3,3,21,14,14,13
GP,F,16,R,GT3,T,3,3,health,other,reputation,father,3,3,yes,no,yes,yes,no,yes,yes,yes,2,2,1,5,2,2,7,6,19,11
MS,F,21,U,GT3,A,3,2,teacher,services,other,other,4,3,yes,yes,no,no,no,no,yes,yes,4,1,3,1,1,5,21,2,11,6
GP,F,17,U,LE3,A,4,4,other,teacher,other,other,2,1,yes,no,yes,no,yes,yes,no,no,5,3,5,3,2,3,18,9,14,7
GP,F,19,R,LE3,A,1,0,at_home,health,home,mother,4,2,no,yes,yes,no,no,no,no,yes,2,4,1,2,4,1,24,2,14,7
GP,M,21,R,GT3,A,3,1,health,services,course,mother,3,1,yes,yes,yes,yes,no,no,no,no,2,1,5,1,2,4,2,13,8,9
MS,M,20,R,GT3,A,4,4,at_home,services,other,father,3,2,no,no,no,yes,yes,no,no,yes,2,2,1,4,4,3,3,2,15,6
MS,F,20,U,LE3,A,1,3,at_home,other,reputation,other,1,1,yes,yes,yes,no,no,yes,yes,no,1,3,4,4,3,3,12,0,1,0
MS,F,19,R,LE3,A,2,0,services,teacher,other,mother,4,3,yes,yes,yes,no,yes,yes,no,yes,3,5,1,2,3,4,20,0,14,5
MS,F,20,R,LE3,A,2,4,services,health,other,father,3,3,no,no,no,yes,no,no,yes,no,2,1,3,1,4,1,26,18,14,9
MS,F,18,R,LE3,T,0,0,health,services,home,mother,1,2,yes,yes,no,no,yes,yes,yes,yes,2,3,5,2,5,2,1,3,6,2
MS,M,15,R,GT3,T,4,1,services,health,other,other,2,2,no,yes,no,yes,yes,yes,no,no,1,2,5,3,3,2,10,1,20,11
MS,F,16,R,GT3,T,1,3,services,at_home,other,mother,3,0,no,no,yes,yes,no,no,no,yes,1,2,5,2,5,3,15,10,12,8
MS,M,15,U,GT3,T,3,0,services,services,reputation,other,1,0,yes,no,yes,yes,yes,yes,yes,yes,5,1,2,3,4,4,9,11,16,9
MS,M,21,U,GT3,T,2,4,at_home,services,other,mother,3,3,yes,no,yes,no,no,no,no,no,4,1,2,4,4,5,14,12,10,12
GP,F,16,U,LE3,T,1,1,health,at_home,reputation,other,4,3,no,no,no,no,yes,yes,yes,no,2,1,3,3,3,1,26,15,9,7
MS,M,16,R,LE3,A,4,1,at_home,other,other,father,1,0,no,no,yes,yes,yes,yes,no,yes,4,4,4,1,5,2,9,15,0,5
MS,M,15,R,GT3,A,0,4,other,services,other,other,4,0,yes,yes,no,no,no,no,no,no,1,5,2,1,4,1,1,18,13,12
MS,M,19,R,GT3,T,2,4,at_home,health,course,father,2,2,no,no,no,no,yes,no,yes,no,1,3,1,1,3,1,5,19,4,8
MS,M,16,U,GT3,T,1,0,other,teacher,other,other,4,1,yes,no,yes,yes,no,no,yes,yes,5,2,3,1,4,1,30,20,7,5
MS,F,15,R,GT3,A,1,2,teacher,health,reputation,father,1,2,no,yes,yes,yes,yes,no,yes,no,3,2,4,5,2,4,13,19,0,8
MS,F,16,R,GT3,A,1,1,teacher,other,reputation,mother,3,0,yes,yes,yes,no,yes,yes,no,yes,1,5,1,3,2,4,1,8,6,6
MS,M,17,R,GT3,A,4,0,other,teacher,home,other,1,3,no,yes,no,yes,no,yes,no,no,2,1,5,1,3,4,9,15,1,6
MS,F,19,U,GT3,T,4,4,other,health,home,mother,4,0,no,yes,no,no,no,yes,no,yes,5,1,2,2,4,3,16,6,6,7
MS,F,18,R,GT3,A,4,0,at_home,health,course,father,4,3,yes,yes,yes,yes,yes,no,yes,no,3,2,1,2,3,4,7,12,6,10
MS,F,16,U,GT3,T,3,4,other,at_home,reputation,other,3,3,no,no,no,yes,no,yes,yes,yes,5,5,4,5,1,3,25,3,8,2
MS,F,17,R,LE3,T,1,3,health,other,reputation,other,2,3,no,yes,yes,no,no,yes,no,yes,1,2,3,3,3,2,15,12,3,3
GP,F,18,U,GT3,A,2,4,teacher,at_home,reputation,mother,1,3,no,no,yes,no,yes,yes,yes,no,3,1,1,3,3,2,13,7,6,3
GP,M,18,U,LE3,A,4,4,teacher,teacher,course,other,3,1,no,yes,yes,no,yes,no,no,no,4,3,3,3,2,2,9,1,19,8
MS,F,21,U,LE3,T,4,4,other,at_home,reputation,other,3,0,no,no,no,no,no,no,yes,yes,3,1,5,5,2,2,12,6,17,12
MS,F,16,R,GT3,A,1,2,services,other,home,mother,3,2,no,yes,no,no,yes,yes,no,yes,2,3,4,3,4,2,0,10,12,6
GP,F,15,R,GT3,A,4,4,services,services,course,other,1,3,no,no,yes,yes,no,yes,no,no,4,4,4,3,3,4,9,16,10,9
